recorded_at,zone_id,location,hour,day_of_week,is_weekend,weather_code,weather_label,temperature_c,humidity_pct,area_m2,exits_count,event_flag,event_intensity,prev_density,current_density,predicted_density_30m,duration_min,movement_speed_mps,occupancy_ratio,camera_count,noise_db,risk_label,anomaly_label,anomaly_reason,sensor_value,rolling_mean_1h,z_score
2025-06-16T07:00:00,4,zone4,7,0,0,0,clear,29.77,66.33,810,5,0,0.021,63.02,64.37,76.9,61.86,1.027,0.0795,3,55.22,Aman,0,normal,68.29,60.45,0.436
2025-06-16T07:15:00,3,zone3,7,0,0,0,clear,30.78,61.44,430,2,0,0.018,66.44,79.97,58.58,35.75,1.657,0.186,3,61.28,Aman,0,normal,54.96,73.64,1.038
2025-06-16T07:30:00,1,zone1,7,0,0,0,clear,33.78,69.21,520,3,0,0.159,117.67,142.1,196.81,69.13,1.313,0.2733,5,61.82,Aman,0,normal,133.32,106.52,1.489
2025-06-16T07:45:00,2,zone2,7,0,0,0,clear,29.85,76.18,680,4,0,0.096,102.95,123.84,109.99,26.61,1.154,0.1821,5,60.92,Aman,0,normal,113.66,112.69,0.054
2025-06-16T08:00:00,2,zone2,8,0,0,0,clear,34.84,74.51,680,4,0,0.173,132.04,156.64,140.55,34.88,1.112,0.2303,7,62.04,Aman,0,normal,176.28,133.35,2.385
2025-06-16T08:15:00,5,zone5,8,0,0,0,clear,26.96,80.11,360,2,0,0.087,156.8,156.74,168.34,99.81,1.071,0.4354,2,72.77,Waspada,0,normal,163.42,156.99,0.341
2025-06-16T08:30:00,5,zone5,8,0,0,0,clear,31.47,55.06,360,2,0,0.093,51.35,53.42,4,25.75,1.088,0.1484,8,68.93,Aman,0,normal,48.68,51.18,0.139
2025-06-16T08:45:00,3,zone3,8,0,0,2,rain,26.24,81.23,430,2,0,0.051,31.21,12.4,9.65,63.4,1.535,0.0288,2,59.57,Aman,0,normal,6.81,29.56,1.264
2025-06-16T09:00:00,5,zone5,9,0,0,1,cloudy,26.51,71.8,360,2,0,0.096,161.44,141.91,119.21,71.5,0.763,0.3942,8,64.94,Aman,0,normal,154.6,149.05,0.308
2025-06-16T09:15:00,5,zone5,9,0,0,0,clear,29.7,63.46,360,2,0,0.15,88.79,115.08,156.65,48.94,1.101,0.3197,4,77.25,Aman,0,normal,103.44,78.4,1.391
2025-06-16T09:30:00,2,zone2,9,0,0,0,clear,32.2,71.18,680,4,0,0.106,110.84,109.09,123.12,58.7,1.418,0.1604,7,61.93,Aman,0,normal,96.82,107.6,0.599
2025-06-16T09:45:00,2,zone2,9,0,0,0,clear,29.13,65.94,680,4,0,0.177,140.5,181.39,165.84,75.98,1.247,0.2667,8,82.43,Aman,1,density_spike,189.8,132.17,3.201
2025-06-16T10:00:00,1,zone1,10,0,0,0,clear,33.99,68.06,520,3,0,0.108,133.53,163.59,143.79,66.07,0.62,0.3146,8,78.21,Aman,0,normal,164.11,135.18,1.607
2025-06-16T10:15:00,3,zone3,10,0,0,3,storm,28.54,92.6,430,2,0,0.114,61.23,22.12,75.61,40.73,1.372,0.0514,4,66.79,Aman,1,density_spike,5.38,66.68,3.405
2025-06-16T10:30:00,3,zone3,10,0,0,2,rain,26.27,72.76,430,2,0,0.162,138.0,148.71,157.27,80.49,1.019,0.3458,6,76.49,Waspada,0,normal,146.88,128.05,1.047
2025-06-16T10:45:00,5,zone5,10,0,0,0,clear,28.14,73.92,360,2,0,0.057,145.19,161.86,163.61,86.93,0.707,0.4496,6,62.74,Waspada,1,density_spike,202.62,126.61,4.223
2025-06-16T11:00:00,3,zone3,11,0,0,0,clear,30.08,55.97,430,2,0,0.097,102.57,138.03,105.57,51.11,0.915,0.321,2,72.06,Aman,0,normal,116.28,112.0,0.238
2025-06-16T11:15:00,4,zone4,11,0,0,0,clear,32.8,73.89,810,5,1,0.933,198.02,254.85,286.47,151.03,1.009,0.3146,7,89.04,Waspada,1,density_spike,270.52,170.88,4.859
2025-06-16T11:30:00,3,zone3,11,0,0,0,clear,26.69,51.99,430,2,0,0.031,103.74,133.17,92.81,50.71,0.954,0.3097,2,75.37,Aman,0,normal,134.75,94.2,2.253
2025-06-16T11:45:00,1,zone1,11,0,0,2,rain,25.67,70.61,520,3,0,0.142,165.43,172.34,204.19,37.31,0.909,0.3314,3,73.77,Aman,0,normal,185.19,177.05,0.383
2025-06-16T12:00:00,1,zone1,12,0,0,1,cloudy,30.06,88.4,520,3,0,0.074,169.94,162.69,158.29,44.22,1.185,0.3129,4,69.93,Aman,0,normal,156.29,158.74,0.128
2025-06-16T12:15:00,5,zone5,12,0,0,1,cloudy,28.66,71.98,360,2,0,0.084,107.38,108.96,99.37,87.04,0.554,0.3027,7,72.65,Aman,0,normal,102.52,116.36,0.769
2025-06-16T12:30:00,1,zone1,12,0,0,0,clear,30.52,64.94,520,3,0,0.069,178.45,204.75,205.97,67.0,1.11,0.3938,5,64.04,Aman,0,normal,230.47,184.28,2.089
2025-06-16T12:45:00,5,zone5,12,0,0,0,clear,30.66,66.09,360,2,0,0.069,82.65,93.01,97.34,68.76,0.77,0.2584,3,65.47,Aman,0,normal,83.52,88.14,0.257
2025-06-16T13:00:00,2,zone2,13,0,0,0,clear,30.64,66.58,680,4,0,0.121,141.66,167.23,172.51,82.58,0.816,0.2459,3,76.39,Aman,1,density_spike,189.64,125.61,3.557
2025-06-16T13:15:00,5,zone5,13,0,0,0,clear,36.42,60.34,360,2,1,0.689,97.86,150.34,170.14,120.29,1.161,0.4176,5,78.98,Waspada,0,normal,144.49,95.61,2.716
2025-06-16T13:30:00,1,zone1,13,0,0,1,cloudy,26.08,82.89,520,3,0,0.175,110.15,82.0,110.37,13.25,0.855,0.1577,5,59.74,Aman,1,density_spike,45.1,101.85,3.153
2025-06-16T13:45:00,4,zone4,13,0,0,0,clear,30.77,66.89,810,5,0,0.108,129.44,121.23,125.79,61.23,1.219,0.1497,6,68.98,Aman,0,normal,87.33,122.77,1.969
2025-06-16T14:00:00,5,zone5,14,0,0,2,rain,28.46,76.27,360,2,0,0.049,58.55,18.28,7.63,25.88,1.031,0.0508,6,62.7,Aman,0,normal,11.88,50.6,2.151
2025-06-16T14:15:00,1,zone1,14,0,0,2,rain,28.04,90.51,520,3,0,0.078,91.63,93.36,69.85,61.98,1.087,0.1795,8,72.08,Aman,0,normal,48.63,101.02,2.911
2025-06-16T14:30:00,3,zone3,14,0,0,0,clear,29.73,60.35,430,2,0,0.075,134.31,139.57,114.1,54.96,1.258,0.3246,5,69.81,Aman,0,normal,137.56,135.17,0.133
2025-06-16T14:45:00,2,zone2,14,0,0,3,storm,23.24,98,680,4,0,0.16,70.06,40.0,38.65,99.23,0.828,0.0588,4,61.85,Aman,0,normal,13.72,67.7,2.999
2025-06-16T15:00:00,2,zone2,15,0,0,0,clear,31.66,70.54,680,4,0,0.024,178.48,157.63,158.96,39.35,0.795,0.2318,6,71.99,Aman,0,normal,156.09,174.18,0.866
2025-06-16T15:15:00,1,zone1,15,0,0,3,storm,27.0,79.6,520,3,0,0.043,111.61,81.88,57.52,50.15,0.84,0.1575,8,68.92,Aman,1,density_spike,55.94,118.06,3.451
2025-06-16T15:30:00,3,zone3,15,0,0,1,cloudy,29.75,75.93,430,2,0,0.073,130.8,132.59,122.65,74.67,1.355,0.3083,2,57.71,Aman,0,normal,114.97,117.3,0.129
2025-06-16T15:45:00,5,zone5,15,0,0,1,cloudy,27.83,80.28,360,2,1,0.612,91.8,132.1,151.32,129.92,0.761,0.3669,5,69.38,Waspada,0,normal,138.4,88.19,2.79
2025-06-16T16:00:00,1,zone1,16,0,0,2,rain,25.11,81.13,520,3,0,0.039,120.22,129.8,125.47,77.56,0.835,0.2496,7,70.68,Aman,0,normal,142.02,105.64,2.021
2025-06-16T16:15:00,4,zone4,16,0,0,0,clear,29.33,73.95,810,5,0,0.134,93.91,128.74,104.04,76.53,1.018,0.1589,8,60.76,Aman,0,normal,141.19,102.49,2.15
2025-06-16T16:30:00,4,zone4,16,0,0,0,clear,33.8,73.96,810,5,0,0.007,155.18,134.15,98.82,33.27,1.093,0.1656,8,59.73,Aman,0,normal,107.6,161.05,2.766
2025-06-16T16:45:00,3,zone3,16,0,0,0,clear,31.15,74.93,430,2,0,0.034,45.32,56.25,13.95,78.86,0.812,0.1308,8,60.35,Aman,0,normal,66.66,39.27,1.522
2025-06-16T17:00:00,1,zone1,17,0,0,2,rain,23.31,81.47,520,3,0,0.084,114.09,92.41,90.85,63.08,0.556,0.1777,7,86.25,Aman,1,density_spike,173.23,115.57,5.389
2025-06-16T17:15:00,3,zone3,17,0,0,1,cloudy,27.61,76.81,430,2,0,0.134,70.02,58.23,84.62,72.87,1.104,0.1354,7,81.3,Aman,0,normal,46.2,75.96,1.654
2025-06-16T17:30:00,4,zone4,17,0,0,0,clear,28.54,78.8,810,5,1,0.826,155.27,177.4,238.64,140.81,1.213,0.219,2,88.97,Waspada,0,normal,150.02,166.43,0.822
2025-06-16T17:45:00,4,zone4,17,0,0,0,clear,35.02,76.97,810,5,0,0.138,79.95,74.37,67.45,56.47,1.242,0.0918,6,58.16,Aman,0,normal,73.9,78.07,0.232
2025-06-16T18:00:00,4,zone4,18,0,0,0,clear,31.0,56.72,810,5,0,0.055,144.73,138.61,168.49,40.26,1.107,0.1711,7,69.16,Aman,0,normal,119.27,139.52,1.125
2025-06-16T18:15:00,2,zone2,18,0,0,1,cloudy,27.78,69.63,680,4,1,0.655,120.5,116.39,206.23,110.32,1.101,0.1712,7,82.71,Waspada,0,normal,128.25,110.89,0.965
2025-06-16T18:30:00,5,zone5,18,0,0,1,cloudy,31.7,73.84,360,2,0,0.163,71.21,105.1,120.56,42.38,0.344,0.2919,2,94.33,Aman,1,density_spike,211.96,65.24,4.053
2025-06-16T18:45:00,5,zone5,18,0,0,2,rain,28.64,91.1,360,2,0,0.132,95.9,96.95,141.78,83.59,0.79,0.2693,2,69.92,Aman,0,normal,100.37,104.85,0.249
2025-06-16T19:00:00,2,zone2,19,0,0,2,rain,22.88,75.07,680,4,0,0.091,181.29,122.05,115.12,53.27,1.0,0.1795,5,79.36,Aman,0,normal,117.9,179.33,2.855
2025-06-16T19:15:00,3,zone3,19,0,0,0,clear,30.05,66.3,430,2,0,0.002,146.78,136.95,173.51,71.03,0.942,0.3185,4,69.95,Aman,0,normal,162.62,146.35,0.904
2025-06-16T19:30:00,2,zone2,19,0,0,1,cloudy,25.73,92.45,680,4,0,0.108,118.52,99.64,132.74,38.92,1.063,0.1465,2,60.15,Aman,0,normal,86.92,119.0,1.782
2025-06-16T19:45:00,1,zone1,19,0,0,0,clear,32.01,66.01,520,3,0,0.112,215.12,232.7,320.33,61.25,0.863,0.4475,8,79.77,Waspada,0,normal,212.31,225.97,0.504
2025-06-16T20:00:00,5,zone5,20,0,0,0,clear,32.98,55.19,360,2,0,0.069,73.95,29.9,60.74,83.24,1.383,0.0831,4,62.06,Aman,0,normal,30.41,68.25,2.102
2025-06-16T20:15:00,1,zone1,20,0,0,0,clear,31.01,74.19,520,3,0,0.028,181.71,168.34,261.46,54.2,1.203,0.3237,3,64.9,Aman,0,normal,154.37,196.38,1.783
2025-06-16T20:30:00,3,zone3,20,0,0,0,clear,33.92,57.78,430,2,0,0.146,97.64,114.75,138.89,57.34,1.759,0.2669,7,74.97,Aman,0,normal,116.64,91.66,1.387
2025-06-16T20:45:00,4,zone4,20,0,0,0,clear,34.58,81.67,810,5,0,0.059,91.91,112.85,154.75,80.1,1.095,0.1393,2,72.04,Aman,0,normal,92.85,87.2,0.314
2025-06-16T21:00:00,3,zone3,21,0,0,1,cloudy,28.94,76.32,430,2,0,0.165,214.01,223.45,303.06,63.73,1.026,0.5196,6,75.02,Waspada,0,normal,239.33,225.98,0.492
2025-06-16T21:15:00,2,zone2,21,0,0,0,clear,34.79,74.33,680,4,0,0.144,111.89,103.72,125.48,53.87,1.13,0.1525,7,63.72,Aman,0,normal,125.04,101.18,1.325
2025-06-16T21:30:00,5,zone5,21,0,0,1,cloudy,28.84,75.45,360,2,0,0.026,66.04,43.35,62.7,18.39,1.157,0.1204,6,74.79,Aman,0,normal,84.08,67.68,0.911
2025-06-16T21:45:00,2,zone2,21,0,0,1,cloudy,28.96,81.24,680,4,0,0.082,110.9,110.09,138.79,83.67,1.059,0.1619,8,64.6,Aman,0,normal,110.51,118.59,0.449
2025-06-16T22:00:00,1,zone1,22,0,0,0,clear,29.45,83.0,520,3,0,0.053,169.29,167.68,152.74,42.35,0.614,0.3225,7,91.5,Aman,1,density_spike,328.79,187.31,3.189
2025-06-16T22:15:00,3,zone3,22,0,0,0,clear,34.05,69.73,430,2,0,0.152,158.25,165.1,218.9,30.28,1.253,0.384,4,71.84,Aman,0,normal,173.02,156.78,0.863
2025-06-16T22:30:00,5,zone5,22,0,0,0,clear,29.41,57.47,360,2,0,0.124,116.99,135.59,123.28,52.79,1.005,0.3767,6,71.6,Aman,0,normal,133.03,116.14,0.939
2025-06-16T22:45:00,5,zone5,22,0,0,1,cloudy,30.22,74.5,360,2,0,0.037,53.86,72.03,81.0,56.88,1.032,0.2001,6,75.12,Aman,0,normal,89.67,49.03,2.257
2025-06-16T23:00:00,3,zone3,23,0,0,0,clear,31.22,65.89,430,2,0,0.12,147.16,135.24,125.51,56.14,1.168,0.3145,8,65.87,Aman,1,density_spike,85.77,164.62,3.991
2025-06-16T23:15:00,2,zone2,23,0,0,1,cloudy,31.37,76.24,680,4,0,0.103,70.95,43.64,28.89,50.66,1.527,0.0642,7,65.92,Aman,0,normal,52.95,65.44,0.694
2025-06-16T23:30:00,1,zone1,23,0,0,2,rain,27.58,89.9,520,3,0,0.039,77.76,51.05,75.02,68.12,0.856,0.0982,4,58.42,Aman,0,normal,28.98,75.04,2.559
2025-06-16T23:45:00,3,zone3,23,0,0,0,clear,29.58,66.23,430,2,0,0.107,67.99,81.95,35.43,46.01,1.079,0.1906,3,68.31,Aman,0,normal,81.71,71.97,0.541
2025-06-17T00:00:00,2,zone2,0,1,0,0,clear,33.45,65.46,680,4,0,0.079,72.38,96.5,82.09,97.26,0.794,0.1419,7,67.48,Aman,0,normal,90.41,80.1,0.572
2025-06-17T00:15:00,3,zone3,0,1,0,1,cloudy,28.23,80.61,430,2,0,0.15,134.83,144.23,158.83,63.42,0.937,0.3354,5,72.57,Aman,0,normal,127.69,137.99,0.572
2025-06-17T00:30:00,5,zone5,0,1,0,0,clear,34.3,60.63,360,2,0,0.082,71.41,75.8,40.66,18.11,0.805,0.2105,3,70.63,Aman,0,normal,75.69,63.64,0.669
2025-06-17T00:45:00,4,zone4,0,1,0,0,clear,33.5,59.82,810,5,0,0.048,54.48,59.45,51.81,32.96,1.39,0.0734,4,58.39,Aman,0,normal,68.81,50.22,1.033
2025-06-17T01:00:00,1,zone1,1,1,0,1,cloudy,31.21,62.71,520,3,0,0.133,132.21,135.77,146.21,32.22,1.324,0.2611,6,71.38,Aman,0,normal,133.87,119.63,0.791
2025-06-17T01:15:00,5,zone5,1,1,0,1,cloudy,29.11,85.67,360,2,0,0.139,76.75,59.14,67.18,81.92,1.201,0.1643,8,71.41,Aman,0,normal,61.55,78.66,0.95
2025-06-17T01:30:00,1,zone1,1,1,0,0,clear,28.67,48.04,520,3,0,0.035,176.89,180.43,167.72,72.33,1.01,0.347,6,79.38,Aman,0,normal,195.64,174.48,1.011
2025-06-17T01:45:00,1,zone1,1,1,0,0,clear,30.12,63.77,520,3,0,0.161,107.35,134.63,122.75,65.01,1.37,0.2589,5,76.2,Aman,0,normal,154.82,113.24,2.31
2025-06-17T02:00:00,3,zone3,2,1,0,1,cloudy,28.57,72.45,430,2,1,0.78,8,43.85,56.08,132.97,1.264,0.102,6,83.72,Waspada,1,density_spike,77.56,8.92,3.813
2025-06-17T02:15:00,2,zone2,2,1,0,0,clear,29.54,69.8,680,4,0,0.121,45.78,70.29,55.37,66.26,1.226,0.1034,3,63.18,Aman,0,normal,58.35,47.01,0.63
2025-06-17T02:30:00,4,zone4,2,1,0,0,clear,25.65,58.18,810,5,0,0.14,45.57,57.39,40.47,24.71,1.053,0.0709,6,67.73,Aman,0,normal,79.9,43.63,2.015
2025-06-17T02:45:00,3,zone3,2,1,0,0,clear,31.24,53.51,430,2,0,0.141,101.21,102.12,86.15,59.14,1.29,0.2375,6,61.38,Aman,0,normal,99.15,104.49,0.296
2025-06-17T03:00:00,4,zone4,3,1,0,0,clear,35.25,62.6,810,5,0,0.14,85.8,96.4,84.71,87.7,1.125,0.119,3,64.59,Aman,0,normal,76.9,95.74,1.047
2025-06-17T03:15:00,3,zone3,3,1,0,2,rain,21.61,82.6,430,2,0,0.031,83.4,91.35,89.87,55.04,0.733,0.2125,2,65.49,Aman,0,normal,76.34,74.17,0.121
2025-06-17T03:30:00,5,zone5,3,1,0,0,clear,32.96,67.19,360,2,0,0.009,83.72,95.66,92.0,69.31,1.066,0.2657,4,69.7,Aman,0,normal,93.83,91.47,0.131
2025-06-17T03:45:00,3,zone3,3,1,0,2,rain,26.53,88.46,430,2,0,0.09,109.84,111.24,123.42,41.49,0.817,0.2587,5,64.96,Aman,0,normal,135.43,107.82,1.534
2025-06-17T04:00:00,3,zone3,4,1,0,0,clear,26.55,66.87,430,2,0,0.097,88.92,98.46,105.38,28.56,1.151,0.229,5,63.8,Aman,0,normal,106.21,87.75,1.026
2025-06-17T04:15:00,1,zone1,4,1,0,0,clear,30.82,55.34,520,3,0,0.096,129.81,130.29,122.79,65.39,0.581,0.2506,3,105.01,Aman,1,density_spike,30.36,111.7,3.88
2025-06-17T04:30:00,4,zone4,4,1,0,1,cloudy,29.0,71.64,810,5,0,0.131,37.12,21.91,39.49,26.93,1.319,0.027,4,59.59,Aman,0,normal,8.71,41.52,1.822
2025-06-17T04:45:00,3,zone3,4,1,0,1,cloudy,27.66,63.45,430,2,0,0.022,81.79,60.47,46.14,66.65,1.166,0.1406,6,68.91,Aman,0,normal,62.65,86.28,1.312
2025-06-17T05:00:00,4,zone4,5,1,0,1,cloudy,27.01,81.4,810,5,0,0.103,45.32,53.53,74.13,48.38,1.118,0.0661,7,75.35,Aman,0,normal,58.7,43.28,0.857
2025-06-17T05:15:00,5,zone5,5,1,0,0,clear,29.18,74.7,360,2,0,0.045,51.15,59.55,36.17,51.18,1.493,0.1654,8,61.16,Aman,0,normal,71.63,50.04,1.2
2025-06-17T05:30:00,5,zone5,5,1,0,0,clear,31.74,72.84,360,2,0,0.174,66.86,86.09,93.1,66.14,1.059,0.2391,5,67.95,Aman,0,normal,76.47,66.06,0.578
2025-06-17T05:45:00,2,zone2,5,1,0,0,clear,32.36,79.89,680,4,0,0.131,158.16,171.7,128.7,83.06,1.012,0.2525,2,78.69,Aman,0,normal,167.0,163.33,0.187
2025-06-17T06:00:00,2,zone2,6,1,0,1,cloudy,27.97,59.32,680,4,0,0.079,129.75,109.8,122.58,59.46,1.192,0.1615,7,74.18,Aman,0,normal,97.29,127.47,1.676
2025-06-17T06:15:00,1,zone1,6,1,0,0,clear,31.42,62.38,520,3,0,0.137,141.57,158.97,156.47,78.61,0.791,0.3057,3,69.92,Aman,0,normal,186.69,133.62,2.949
2025-06-17T06:30:00,4,zone4,6,1,0,0,clear,29.2,67.48,810,5,0,0.088,13.2,4,29.77,19.43,1.365,0.0049,8,59.43,Aman,0,normal,-8.74,12.26,1.166
2025-06-17T06:45:00,2,zone2,6,1,0,0,clear,34.06,52.95,680,4,0,0.057,98.4,121.76,131.79,64.98,0.849,0.1791,7,65.12,Aman,0,normal,132.77,108.2,1.365
2025-06-17T07:00:00,1,zone1,7,1,0,1,cloudy,28.43,75.88,520,3,0,0.037,142.91,130.01,107.86,45.18,1.261,0.25,4,60.5,Aman,0,normal,159.09,156.26,0.151
2025-06-17T07:15:00,2,zone2,7,1,0,0,clear,31.58,71.46,680,4,0,0.047,70.08,78.45,95.5,89.28,1.1,0.1154,2,68.01,Aman,0,normal,96.63,63.83,1.822
2025-06-17T07:30:00,4,zone4,7,1,0,2,rain,27.08,71.58,810,5,0,0.087,114.99,104.33,93.51,41.29,1.274,0.1288,5,74.33,Aman,0,normal,76.79,110.05,1.847
2025-06-17T07:45:00,1,zone1,7,1,0,1,cloudy,28.33,82.97,520,3,0,0.017,154.7,142.52,162.82,32.48,1.039,0.2741,7,69.33,Aman,0,normal,130.12,142.14,0.668
2025-06-17T08:00:00,2,zone2,8,1,0,0,clear,32.23,67.19,680,4,0,0.059,105.94,96.73,118.49,70.06,1.011,0.1422,7,58.78,Aman,0,normal,99.84,91.67,0.454
2025-06-17T08:15:00,1,zone1,8,1,0,3,storm,28.15,85.89,520,3,0,0.135,93.05,76.72,92.1,84.36,0.564,0.1475,7,75.93,Aman,0,normal,84.61,97.86,0.736
2025-06-17T08:30:00,5,zone5,8,1,0,0,clear,32.57,67.11,360,2,0,0.098,82.31,89.76,89.76,66.17,0.992,0.2493,6,82.06,Aman,0,normal,93.11,86.38,0.374
2025-06-17T08:45:00,1,zone1,8,1,0,0,clear,35.79,68.05,520,3,0,0.103,142.06,177.16,180.91,36.78,1.105,0.3407,6,74.28,Aman,0,normal,171.13,150.71,1.129
2025-06-17T09:00:00,2,zone2,9,1,0,1,cloudy,24.78,67.25,680,4,0,0.035,126.96,119.14,106.24,64.71,1.23,0.1752,5,79.31,Aman,0,normal,125.0,121.64,0.187
2025-06-17T09:15:00,1,zone1,9,1,0,2,rain,26.01,89.4,520,3,0,0.055,186.16,172.98,157.15,51.21,0.473,0.3327,6,87.23,Aman,1,density_spike,36.17,187.5,4.151
2025-06-17T09:30:00,1,zone1,9,1,0,0,clear,29.73,66.57,520,3,0,0.154,186.69,212.96,167.08,76.21,1.09,0.4095,3,86.24,Waspada,0,normal,189.45,179.09,0.482
2025-06-17T09:45:00,2,zone2,9,1,0,1,cloudy,30.52,66.32,680,4,0,0.106,203.13,179.74,186.96,85.25,1.198,0.2643,8,73.77,Aman,0,normal,164.55,177.9,0.625
2025-06-17T10:00:00,2,zone2,10,1,0,0,clear,31.97,61.21,680,4,0,0.118,95.75,89.14,78.14,35.19,1.156,0.1311,8,68.93,Aman,0,normal,100.22,88.01,0.678
2025-06-17T10:15:00,4,zone4,10,1,0,0,clear,34.79,57.45,810,5,0,0.09,142.87,165.58,163.25,67.76,0.931,0.2044,4,60.46,Aman,0,normal,150.29,159.4,0.476
2025-06-17T10:30:00,2,zone2,10,1,0,2,rain,24.79,86.25,680,4,0,0.178,153.63,120.81,129.35,73.32,0.823,0.1777,4,61.35,Aman,1,density_spike,85.29,144.06,3.265
2025-06-17T10:45:00,1,zone1,10,1,0,0,clear,32.82,75.35,520,3,0,0.085,176.35,168.15,171.51,63.96,0.842,0.3234,5,66.27,Aman,0,normal,171.28,182.98,0.533
2025-06-17T11:00:00,5,zone5,11,1,0,0,clear,30.61,75.51,360,2,0,0.122,49.32,45.98,49.28,82.04,0.988,0.1277,5,68.67,Aman,0,normal,44.39,51.69,0.406
2025-06-17T11:15:00,4,zone4,11,1,0,0,clear,28.84,69.9,810,5,0,0.168,86.64,73.47,84.13,86.31,0.891,0.0907,5,77.24,Aman,0,normal,80.51,87.34,0.379
2025-06-17T11:30:00,4,zone4,11,1,0,0,clear,33.97,67.55,810,5,0,0.084,99.04,74.58,46.85,63.5,1.548,0.0921,8,72.58,Aman,0,normal,65.0,88.52,1.307
2025-06-17T11:45:00,1,zone1,11,1,0,0,clear,31.39,61.58,520,3,0,0.118,154.6,166.77,181.14,55.26,0.385,0.3207,2,94.96,Aman,1,density_spike,279.05,144.21,5.625
2025-06-17T12:00:00,4,zone4,12,1,0,1,cloudy,31.09,75.93,810,5,0,0.127,141.52,141.77,135.36,56.16,0.763,0.175,4,60.92,Aman,0,normal,127.62,125.03,0.144
2025-06-17T12:15:00,1,zone1,12,1,0,0,clear,31.03,70.98,520,3,0,0.169,164.35,193.46,177.42,70.78,1.195,0.372,4,63.34,Aman,0,normal,178.37,175.51,0.136
2025-06-17T12:30:00,3,zone3,12,1,0,0,clear,30.73,66.02,430,2,0,0.056,116.46,105.3,125.47,52.06,1.54,0.2449,4,69.45,Aman,0,normal,124.93,117.03,0.439
2025-06-17T12:45:00,4,zone4,12,1,0,0,clear,36.02,70.65,810,5,1,0.549,107.99,138.4,157.11,132.59,1.37,0.1709,5,71.24,Waspada,0,normal,117.53,102.02,0.862
2025-06-17T13:00:00,4,zone4,13,1,0,2,rain,26.0,86.73,810,5,0,0.14,46.65,33.4,15.89,51.84,1.407,0.0412,3,59.32,Aman,0,normal,42.38,43.17,0.044
2025-06-17T13:15:00,4,zone4,13,1,0,0,clear,32.26,76.31,810,5,0,0.085,120.07,114.16,125.38,46.96,1.192,0.1409,8,68.13,Aman,0,normal,114.23,113.38,0.047
2025-06-17T13:30:00,2,zone2,13,1,0,0,clear,31.09,62.1,680,4,0,0.123,175.35,187.58,183.11,44.42,1.325,0.2758,5,74.41,Aman,0,normal,168.84,163.18,0.289
2025-06-17T13:45:00,1,zone1,13,1,0,0,clear,27.99,73.75,520,3,0,0.073,178.83,158.43,162.47,70.65,1.051,0.3047,3,64.7,Aman,0,normal,163.39,192.16,1.248
2025-06-17T14:00:00,4,zone4,14,1,0,0,clear,30.42,70.71,810,5,0,0.138,23.44,21.78,29.79,56.27,0.732,0.0269,5,90.5,Aman,1,density_spike,-0.5,23.54,5.566
2025-06-17T14:15:00,5,zone5,14,1,0,0,clear,33.29,67.33,360,2,0,0.087,109.61,107.2,91.23,50.98,0.782,0.2978,5,68.15,Aman,0,normal,83.03,108.41,1.41
2025-06-17T14:30:00,4,zone4,14,1,0,1,cloudy,27.97,68.11,810,5,1,0.521,112.86,146.97,145.22,95.14,1.083,0.1814,3,62.41,Aman,0,normal,161.99,110.26,2.874
2025-06-17T14:45:00,2,zone2,14,1,0,1,cloudy,29.56,71.02,680,4,0,0.091,121.33,136.47,151.72,98.22,0.945,0.2007,4,74.33,Aman,0,normal,107.87,124.72,0.936
2025-06-17T15:00:00,5,zone5,15,1,0,0,clear,29.78,58.67,360,2,1,0.883,129.35,185.2,269.61,97.2,1.245,0.5145,4,87.07,Bahaya,0,normal,169.24,119.25,2.777
2025-06-17T15:15:00,1,zone1,15,1,0,0,clear,27.15,71.21,520,3,0,0.125,172.95,156.29,114.39,106.39,0.964,0.3006,7,64.62,Aman,0,normal,132.64,169.47,1.811
2025-06-17T15:30:00,3,zone3,15,1,0,0,clear,28.08,59.82,430,2,0,0.036,132.19,115.34,88.82,59.16,0.756,0.2682,4,68.81,Aman,0,normal,111.39,127.64,0.903
2025-06-17T15:45:00,1,zone1,15,1,0,2,rain,26.55,91.17,520,3,0,0.103,103.21,98.53,147.91,43.24,0.247,0.1895,3,92.74,Aman,1,density_spike,177.66,89.58,3.129
2025-06-17T16:00:00,4,zone4,16,1,0,0,clear,33.4,69.55,810,5,0,0.052,55.66,80.44,76.12,42.66,1.007,0.0993,2,76.63,Aman,0,normal,73.85,51.21,1.258
2025-06-17T16:15:00,1,zone1,16,1,0,2,rain,27.07,83.74,520,3,0,0.027,120.76,112.96,106.38,20.84,1.184,0.2172,5,55.18,Aman,0,normal,115.03,117.08,0.114
2025-06-17T16:30:00,1,zone1,16,1,0,2,rain,27.22,79.38,520,3,0,0.094,113.49,93.91,123.92,54.09,1.27,0.1806,8,71.54,Aman,0,normal,95.53,113.5,0.999
2025-06-17T16:45:00,3,zone3,16,1,0,1,cloudy,30.65,74.61,430,2,0,0.164,164.95,125.89,137.03,81.12,1.011,0.2928,6,59.09,Aman,0,normal,143.45,173.67,1.45
2025-06-17T17:00:00,2,zone2,17,1,0,0,clear,32.9,80.97,680,4,1,0.846,131.08,181.25,211.87,114.01,0.729,0.2665,5,90.55,Waspada,1,density_spike,194.96,123.35,3.978
